"Inizio dei report","Fine dei report","Nome dell'inserzione","Pubblicazione dell'inserzione","Impostazione di attribuzione",Risultati,"Indicatore di risultato",Copertura,Frequenza,"Costo per risultati","Budget del gruppo di inserzioni","Tipo di budget del gruppo di inserzioni","Importo speso (EUR)",Fine,"Valutazione della qualità","Valutazione del tasso di coinvolgimento","Classificazione tasso di conversione",Impression,"CPM (costo per 1000 impression) (EUR)","Clic sul link",shop_clicks,"CPC (costo per clic sul link) (EUR)","CTR (tasso di clic sul link)","Clic (tutti)","CTR (tutti)","CPC (tutti i clic) (EUR)","Visualizzazioni della pagina di destinazione","Costo per visualizzazione della pagina di destinazione (EUR)","Visite al profilo Instagram","Follower di Instagram","Interazione con la Pagina","Acquisto BEAM","Costo per tipo di azione Acquisto BEAM","Inizio acquisto BEAM","Costo per tipo di azione Inizio acquisto BEAM","Lead Report BEAM","Costo per tipo di azione Lead Report BEAM","Nome della campagna","Nome del gruppo di inserzioni"
2025-11-01,2026-05-31,video,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,200,1.14,,15,Giornaliero,2.09,"In corso",-,-,-,228,9.166667,,,,,0,0,0,,,0,0,46,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - video"
2025-11-01,2026-05-31,"video - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,79,1.063291,,15,Giornaliero,1.24,"In corso",-,-,-,84,14.761905,2,,0.62,2.380952,2,2.380952,0.62,2,0.62,0,0,21,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - video"
2025-11-01,2026-05-31,"video - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,119,1.201681,,15,Giornaliero,1,"In corso",-,-,-,143,6.993007,,,,,1,0.699301,1,,,1,0,28,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - video"
2025-11-01,2026-05-31,"video - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,3372,1.455813,,15,Giornaliero,50.97,"In corso",-,-,-,4909,10.38297,59,,0.863898,1.201874,117,2.383377,0.435641,54,0.943889,41,10,1216,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - video"
2025-11-01,2026-05-31,"video - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2017,1.334655,,15,Giornaliero,23.14,"In corso",-,-,-,2692,8.59584,49,,0.472245,1.820208,75,2.786033,0.308533,31,0.746452,13,1,654,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - video"
2025-11-01,2026-05-31,statica,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,611,1.189853,,10,Giornaliero,6.3,"In corso",-,-,-,727,8.66575,10,,0.63,1.375516,12,1.650619,0.525,5,1.26,0,0,12,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - statiche"
2025-11-01,2026-05-31,"statica - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1034,1.488395,,10,Giornaliero,7.51,"In corso",-,-,-,1539,4.879792,9,,0.834444,0.584795,18,1.169591,0.417222,3,2.503333,1,0,10,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - statiche"
2025-11-01,2026-05-31,"statica - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1103,1.42883,,10,Giornaliero,11.69,"In corso",-,-,-,1576,7.417513,7,,1.67,0.444162,19,1.205584,0.615263,5,2.338,0,0,11,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - statiche"
2025-11-01,2026-05-31,"statica - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,828,1.399758,,10,Giornaliero,6.49,"In corso",-,-,-,1159,5.599655,14,,0.463571,1.207938,17,1.466782,0.381765,7,0.927143,3,1,17,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - statiche"
2025-11-01,2026-05-31,"statica - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1641,1.456429,,10,Giornaliero,23.92,"In corso",-,-,-,2390,10.008368,13,,1.84,0.543933,38,1.589958,0.629474,13,1.84,3,0,20,,,,,,,"[MACC] BEAM | Ticket Purchase","BROAD IT - statiche"
2025-11-01,2026-05-31,"video - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,2625,1.410286,,15,Giornaliero,37.38,"In corso",-,-,-,3702,10.097245,40,,0.9345,1.080497,73,1.971907,0.512055,28,1.335,16,2,850,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - video"
2025-11-01,2026-05-31,statica,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,714,1.665266,,10,Giornaliero,13.29,"In corso",-,-,-,1189,11.17746,7,,1.898571,0.58873,13,1.093356,1.022308,4,3.3225,2,1,13,,,,,,,"[MACC] BEAM | Ticket Purchase","HOSPITALITY IT - statiche"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI EN - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative - Copia"
2025-11-01,2026-05-31,"creative corretta - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI EN - creative"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative"
2025-11-01,2026-05-31,"creative - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative - Copia"
2025-11-01,2026-05-31,"creative corretta - Copia 6",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",25,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",5485,1.528715,2.7696,30,Giornaliero,69.24,"In corso","Nella media",-,-,8385,8.257603,92,,0.752609,1.097197,136,1.621944,0.509118,78,0.887692,11,0,179,,,,,25,2.7696,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD IT - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,290,1.127586,,45,Giornaliero,2.1,"In corso",-,-,-,327,6.422018,3,,0.7,0.917431,3,0.917431,0.7,,,0,0,3,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY IT - creative"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY EN - creative"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",15,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",10162,1.306731,6.602,45,Giornaliero,99.03,"In corso",-,-,-,13279,7.45764,103,,0.961456,0.775661,162,1.219971,0.611296,74,1.338243,8,1,306,,,,,15,6.602,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY IT - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",32,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",8919,2.045521,5.09625,30,Giornaliero,163.08,"In corso","Nella media",-,-,18244,8.938829,191,,0.853822,1.04692,256,1.403201,0.637031,147,1.109388,54,4,463,,,,,32,5.09625,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI IT - creative"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative - Copia"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative"
2025-11-01,2026-05-31,"creative corretta - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative corrette"
2025-11-01,2026-05-31,"creative corretta - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative corrette"
2025-11-01,2026-05-31,"creative corretta - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative corrette"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD EN - creative"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY EN - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY EN - creative"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative - Copia"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative"
2025-11-01,2026-05-31,"creative corretta - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",2,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",1744,1.646216,18.335,13,Giornaliero,36.67,"In corso",-,-,-,2871,12.772553,34,,1.078529,1.184256,41,1.428074,0.89439,26,1.410385,1,0,48,,,,,2,18.335,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative corrette"
2025-11-01,2026-05-31,"creative corretta - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1763,1.721497,,13,Giornaliero,39.23,"In corso",-,-,-,3035,12.925865,30,,1.307667,0.988468,48,1.581549,0.817292,22,1.783182,2,1,52,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY EN - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD EN - creative"
2025-11-01,2026-05-31,"creative corretta - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",1,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",1121,1.363961,20.19,13,Giornaliero,20.19,"In corso",-,-,-,1529,13.204709,17,,1.187647,1.111838,26,1.700458,0.776538,15,1.346,3,0,30,,,,,1,20.19,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative corrette"
2025-11-01,2026-05-31,"creative - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI DE - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative"
2025-11-01,2026-05-31,"creative - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI EN - creative"
2025-11-01,2026-05-31,"creative - Copia 4",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,0,0,,0.87,Giornaliero,0,"In corso",-,-,-,0,0,,,,,0,0,0,,,0,0,,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI EN - creative"
2025-11-01,2026-05-31,"creative - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",2,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",837,1.491039,5.67,30,Giornaliero,11.34,"In corso",-,-,-,1248,9.086538,6,,1.89,0.480769,12,0.961538,0.945,6,1.89,1,1,16,,,,,2,5.67,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI IT - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",155,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",33258,1.939834,3.59277419,30,Giornaliero,556.88,"In corso","Nella media",-,-,64515,8.631791,803,,0.693499,1.244672,1942,3.010153,0.286756,616,0.904026,37,11,1204,,,,,155,3.592774,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD IT - creative"
2025-11-01,2026-05-31,"creative - Copia",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",8,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",1358,1.333579,1.87375,30,Giornaliero,14.99,"In corso",-,-,-,1811,8.277195,19,,0.788947,1.049144,27,1.490889,0.555185,17,0.881765,1,0,22,,,,,8,1.87375,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD IT - creative"
2025-11-01,2026-05-31,"creative - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",43,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",7629,2.150872,3.10534884,30,Giornaliero,133.53,"In corso",-,-,-,16409,8.137607,179,,0.745978,1.090865,260,1.584496,0.513577,157,0.85051,33,4,216,,,,,43,3.105349,"[MACC] BEAM | Lead | Lead Magnet - Copia","CALDI IT - creative"
2025-11-01,2026-05-31,"creative corretta - Copia 3",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",1,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",971,1.443872,16.76,13,Giornaliero,16.76,"In corso",-,-,-,1402,11.954351,14,,1.197143,0.998573,21,1.49786,0.798095,14,1.197143,0,0,24,,,,,1,16.76,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative corrette"
2025-11-01,2026-05-31,"creative corretta",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,1115,1.442152,,13,Giornaliero,16.41,"In corso",-,-,-,1608,10.205224,12,,1.3675,0.746269,19,1.181592,0.863684,8,2.05125,4,1,20,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD DE - creative corrette"
2025-11-01,2026-05-31,creative,not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",251,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",72324,1.930023,3.71565737,30,Giornaliero,932.63,"In corso","Sopra la media",-,-,139587,6.681353,1241,,0.751515,0.889051,1767,1.265877,0.527804,1061,0.87901,181,22,3419,,,,,251,3.715657,"[MACC] BEAM | Lead | Lead Magnet - Copia","BROAD IT - creative"
2025-11-01,2026-05-31,"creative corretta - Copia 5",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",2,"conversions:offsite_conversion.fb_pixel_custom.Lead Report BEAM",1737,1.496834,19.795,13,Giornaliero,39.59,"In corso",-,-,-,2600,15.226923,25,,1.5836,0.961538,36,1.384615,1.099722,18,2.199444,5,2,54,,,,,2,19.795,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative corrette"
2025-11-01,2026-05-31,"creative corretta - Copia 2",not_delivering,"7 giorni dal clic, 1 giorno dalla visualizzazione o 1 giorno dalla visualizzazione con interazione",,,797,1.434128,,13,Giornaliero,16.49,"In corso",-,-,-,1143,14.426947,9,,1.832222,0.787402,14,1.224847,1.177857,6,2.748333,1,0,17,,,,,,,"[MACC] BEAM | Lead | Lead Magnet - Copia","HOSPITALITY DE - creative corrette"
